G1;G2;G3;G4;G5;G6;G7;G8;G9
МОСКВА Г;;;;КОНДРАТЮКА УЛ;3;;;10
МОСКВА Г;;;;КОНДРАТЮКА УЛ;4;;;19
МОСКВА Г;;;;МАЛЫЙ КОНЮШКОВСКИЙ ПЕР;2;;;15
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;СТР.1;ЭТАЖ 8, ПОМЕЩЕНИЕ IV, КОМНАТА 21;10
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;IV КОМНАТА 6;10
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;III КОМ 25А;10
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;8 ПОМ IV КОМ 5;10
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;203;11
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;IV/1;11
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;8 ПОМЕЩЕНИЕ IV КОМНАТА 6;12
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;846;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;V КОМНАТА 23;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;III КОМ. 25;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;9;5;;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;;;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;II КОМ 63;14
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;12;;;16
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;IV/1;17
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;1;;18
МОСКВА Г;;;;АКАДЕМИКА КОРОЛЕВА УЛ;13;СТР.1;;21
МОСКВА Г;;;;КОСМОНАВТОВ УЛ;7;2;;10
МОСКВА Г;;;;КОСМОНАВТОВ УЛ;18;2;;11
МОСКВА Г;;;;КОСМОНАВТОВ УЛ;18;1;;16
МОСКВА Г;;;;КОСТЯКОВА УЛ;12;2;;10
МОСКВА Г;;;;КОСТЯКОВА УЛ;6/5;;;10
МОСКВА Г;;;;КОСЫГИНА УЛ;4;;;10
МОСКВА Г;;;;КОСЫГИНА УЛ;5;;;14
МОСКВА Г;;;;КОСЫГИНА УЛ;15;;;14
МОСКВА Г;;;;КОТЕЛЬНИЧЕСКАЯ НАБ;33;1;;10
МОСКВА Г;;;;КОТЕЛЬНИЧЕСКАЯ НАБ;17;;;23
МОСКВА Г;;;;КОЦЮБИНСКОГО УЛ;4;3;;10
МОСКВА Г;;;;КОЦЮБИНСКОГО УЛ;4;;;10
МОСКВА Г;;;;КРАВЧЕНКО УЛ;8;;;10
МОСКВА Г;;;;КРАСИНА ПЕР;15;1;;18
МОСКВА Г;;;;КРАСИНА УЛ;27;2;;10
МОСКВА Г;;;;КРАСНАЯ ПРЕСНЯ УЛ;28;СТР.1-2;;10
МОСКВА Г;;;;КРАСНАЯ ПРЕСНЯ УЛ;28;;;14
МОСКВА Г;;;;КРАСНОБОГАТЫРСКАЯ УЛ;89;СТР1;;13
МОСКВА Г;;;;КРАСНОБОГАТЫРСКАЯ УЛ;44;СТР.1;;14
МОСКВА Г;;;;КРАСНОБОГАТЫРСКАЯ УЛ;42;СТР.1;;19
МОСКВА Г;;;;1-Й КРАСНОГОРСКИЙ ПРОЕЗД;3;;;12
МОСКВА Г;;;;КРАСНАЯ СОСНА УЛ;20;1;23/1;15
МОСКВА Г;;;;КРАСНОПРЕСНЕНСКАЯ НАБ;6;;;12
МОСКВА Г;;;;КРАСНОПРЕСНЕНСКАЯ НАБ;12;;;36
МОСКВА Г;;;;КРАСНОХОЛМСКАЯ НАБ;13;СТР.1;;10
МОСКВА Г;;;;КРАСНОЯРСКАЯ УЛ;17;;;10
МОСКВА Г;;;;КРАСНОЯРСКАЯ УЛ;17;;XXII КОМ.1;12
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;16;3;7/7-14;10
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;18;3;;10
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;14;3;;10
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;18;2;;10
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;29;1;;12
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;24;4;;12
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;31;1;;12
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;17;1;;13
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;29;5;;14
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;14;1;;14
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;15;1;;16
МОСКВА Г;;;;КРЖИЖАНОВСКОГО УЛ;24/35;4;;35
МОСКВА Г;;;;КРОНШТАДТСКИЙ Б-Р;7А;1;;10
МОСКВА Г;;;;КРОНШТАДТСКИЙ Б-Р;7А;;;10
МОСКВА Г;;;;КРОНШТАДТСКИЙ Б-Р;Д.35Б;;;14
МОСКВА Г;;;;КРУТИЦКАЯ УЛ;11;;;16
МОСКВА Г;;;;КРЫЛАТСКАЯ УЛ;1;;;10
МОСКВА Г;;;;КРЫМСКИЙ ВАЛ УЛ;8;ПОД.2;;10
МОСКВА Г;;;;КРЫМСКИЙ ВАЛ УЛ;8;;;12
МОСКВА Г;;;;КУЛИКОВСКАЯ УЛ;20;;ПОМЕЩЕНИЕ 1, КОМНАТА 42;17
МОСКВА Г;;;;КУЛИКОВСКАЯ УЛ;20;;ПОМ. I КОМН. 42;121
МОСКВА Г;;;;КУЛЬНЕВА УЛ;3;1;;10
МОСКВА Г;;;;КУНЦЕВСКАЯ УЛ;4;1;;13
МОСКВА Г;;;;КУУСИНЕНА УЛ;19;А;;14
МОСКВА Г;;;;МАЛЫЙ ЛЁВШИНСКИЙ ПЕР;10;;4;12
МОСКВА Г;;;;МАЛЫЙ ЛЁВШИНСКИЙ ПЕР;10;;IV, КОМН. 1;13
МОСКВА Г;;;;МАЛЫЙ ЛЁВШИНСКИЙ ПЕР;10;;IV КОМНАТА 2;16
МОСКВА Г;;;;МАЛЫЙ ЛЁВШИНСКИЙ ПЕР;10;;ПОМ.IV;21
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;80;;;10
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;31А;СТР.1;;10
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;80КГ;;XII К 8К;10
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;36;21;;11
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;62;;;11
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;1;;8 КОМН. 1;12
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;64;;;13
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;66;;ПОДВАЛ;14
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;80;КГ;XII КОМН.8;18
МОСКВА Г;;;;ЛЕНИНГРАДСКИЙ ПР-КТ;1;;8 КОМН 1 ;18
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;56;;II КОМ 4;10
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;16;3;;10
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;69;1;;10
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;43А;;;12
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;16А;СТР.2;;13
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;59;;;15
МОСКВА Г;;;;ЛЕНИНГРАДСКОЕ Ш;56;;II КОМНАТА 5;17
МОСКВА Г;;;;ЛЕНИНСКАЯ СЛОБОДА УЛ;19;2;;13
МОСКВА Г;;;;ЛЕНИНСКАЯ СЛОБОДА УЛ;19;;1 ОФ 41Х1Д;15
МОСКВА Г;;;;ЛЕНИНСКАЯ СЛОБОДА УЛ;19;;11;19
МОСКВА Г;;;;ЛЕНИНСКАЯ СЛОБОДА УЛ;19;;6 КОМНАТА 11;23
МОСКВА Г;;;;ЛЕНИНСКАЯ СЛОБОДА УЛ;19;;;31
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;29;6;I КОМНАТА 3;10
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;37 А;;;10
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;156;;;10
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;43;-;-;10
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;4;1А;;10
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;4;1А;2 ПОМЕЩЕНИЕ I КОМНАТА 3;11
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;29;6;1 ПОМ I КОМ 20;12
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;68/10;;;12
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;42;1-2-3;;12
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;38;;;12
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;70/11;;;12
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;32- А;;;14
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;29;6;I/20;15
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;95;;;20
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;42;;;45
МОСКВА Г;;;;ЛЕНИНСКИЙ ПР-КТ;4;СТР.1А;;63
МОСКВА Г;;;;ЛЕНСКАЯ УЛ;2/21;;;13
МОСКВА Г;;;;ЛЕСТЕВА УЛ;Д. 18;;;13
МОСКВА Г;;;;ЛИТВИНА-СЕДОГО УЛ;5;СТР.1;;11
МОСКВА Г;;;;ЛОБАЧИКА УЛ;11;;;12
МОСКВА Г;;;;ЛОМОНОСОВСКИЙ ПР-КТ;23;;;10
МОСКВА Г;;;;ЛОМОНОСОВСКИЙ ПР-КТ;18;;;10
МОСКВА Г;;;;ЛОМОНОСОВСКИЙ ПР-КТ;14;;;10
МОСКВА Г;;;;ЛОМОНОСОВСКИЙ ПР-КТ;43;2;;17
МОСКВА Г;;;;ЛУЖНЕЦКАЯ НАБ;2/4;1;;10
МОСКВА Г;;;;ЛУЖНЕЦКАЯ НАБ;8;1;;33
МОСКВА Г;;;;ЛУЖНЕЦКАЯ НАБ;8;;;75
МОСКВА Г;;;;ЛЮСИНОВСКАЯ УЛ;36;1;;10
МОСКВА Г;;;;ЛЮСИНОВСКАЯ УЛ;39;5;;12
МОСКВА Г;;;;ЛЮСИНОВСКАЯ УЛ;28/19;6;;12
МОСКВА Г;;;;1-Й ЛЮСИНОВСКИЙ ПЕР;3Б;;;12
МОСКВА Г;;;;1-Я МАГИСТРАЛЬНАЯ УЛ;13;СТР.7;;10
МОСКВА Г;;;;4-Я МАГИСТРАЛЬНАЯ УЛ;11;СТР.2;;12
МОСКВА Г;;;;4-Я МАГИСТРАЛЬНАЯ УЛ;11;2;4 ПОМ. V КОМН. 84;15
МОСКВА Г;;;;5-Я МАГИСТРАЛЬНАЯ УЛ;15;;;10
МОСКВА Г;;;;1-Й МАГИСТРАЛЬНЫЙ ТУП;5А;;132Л;13
МОСКВА Г;;;;1-Й МАГИСТРАЛЬНЫЙ ТУП;5А;;;15
МОСКВА Г;;;;1-Й МАГИСТРАЛЬНЫЙ ТУП;11;1;1;33
МОСКВА Г;;;;МАЛАХИТОВАЯ УЛ;27;СТР.1;;10
МОСКВА Г;;;;МАЛЕНКОВСКАЯ УЛ;14;3;4 КОМН 3;10
МОСКВА Г;;;;МАЛЕНКОВСКАЯ УЛ;Д.32;СТР.2 А;;11
МОСКВА Г;;;;МАЛЕНКОВСКАЯ УЛ;32;СТР.3;;11
МОСКВА Г;;;;МАЛЕНКОВСКАЯ УЛ;14;3;ПОМ.4,КОМН.4;22
МОСКВА Г;;;;МАЛЕНКОВСКАЯ УЛ;14;3;4;27
МОСКВА Г;;;;МАРШАЛА МАЛИНОВСКОГО УЛ;6;1;III КОМН.3;13
МОСКВА Г;;;;МАРШАЛА МАЛИНОВСКОГО УЛ;6;1;№ 3;58
МОСКВА Г;;;;МАЛЫГИНА УЛ;2;2;;15
МОСКВА Г;;;;МАЛЫГИНА УЛ;2;;I КОМНАТА 298;46
МОСКВА Г;;;;МАНТУЛИНСКАЯ УЛ;2;1;;10
МОСКВА Г;;;;МАНТУЛИНСКАЯ УЛ;24;; II;10
МОСКВА Г;;;;МАРКСИСТСКАЯ УЛ;5;1;;10
МОСКВА Г;;;;МАРКСИСТСКАЯ УЛ;34;7;;14
МОСКВА Г;;;;МАРЬИНОЙ РОЩИ 3-Й ПРОЕЗД;40;1;;12
МОСКВА Г;;;;5-Й МАРЬИНОЙ РОЩИ ПРОЕЗД;15А;;;11
МОСКВА Г;;;;ВЕРХНЯЯ МАСЛОВКА УЛ;20СТР1;;I КОМ. 4;17
МОСКВА Г;;;;ВЕРХНЯЯ МАСЛОВКА УЛ;28;2;;21
МОСКВА Г;;;;ВЕРХНЯЯ МАСЛОВКА УЛ;28;2;II КОМ 12;28
МОСКВА Г;;;;ВЕРХНЯЯ МАСЛОВКА УЛ;28;2;II КОМ. 12В;33
МОСКВА Г;;;;МАТРОССКАЯ ТИШИНА УЛ;23 /7;1;;10
МОСКВА Г;;;;МАТРОССКАЯ ТИШИНА УЛ;23;1;;18
МОСКВА Г;;;;МАТРОССКАЯ ТИШИНА УЛ;23;СТР 2;;22
МОСКВА Г;;;;2-Я МЕЛИТОПОЛЬСКАЯ УЛ;21;2;1 ПОМ X КОМ 1;15
МОСКВА Г;;;;МЕНЖИНСКОГО УЛ;3;;;10
МОСКВА Г;;;;МЕНЖИНСКОГО УЛ;29;;;16
МОСКВА Г;;;;МЕЩАНСКАЯ УЛ;7;СТРОЕНИЕ 1;;10
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;34;;IV КОМН. 26В;10
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;16 /10;;;10
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;34;;IV КОМ 26Б;11
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;34;;26;12
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;6;;;14
МОСКВА Г;;;;МИКЛУХО-МАКЛАЯ УЛ;34;IV;37;33
МОСКВА Г;;;;МИНСКАЯ УЛ;1Г;1;;12
МОСКВА Г;;;;МИНСКАЯ УЛ;1Г;1;XIV,КОМНАТА 1;21
МОСКВА Г;;;;МИНСКАЯ УЛ;1Г;1;XIV  КОМН. 1;26
МОСКВА Г;;;;МИРА ПР-КТ;75;1;;10
МОСКВА Г;;;;МИРА ПР-КТ;21;СТР.1;;10
МОСКВА Г;;;;МИРА ПР-КТ;122;;10 1;10
МОСКВА Г;;;;МИРА ПР-КТ;133;;;10
МОСКВА Г;;;;МИРА ПР-КТ;57;;;10
МОСКВА Г;;;;МИРА ПР-КТ;95;1;;10
МОСКВА Г;;;;МИРА ПР-КТ;186;1;;10
МОСКВА Г;;;;МИРА ПР-КТ;16;2;;11
МОСКВА Г;;;;МИРА ПР-КТ;105;СТР.1;;11
МОСКВА Г;;;;МИРА ПР-КТ;92;1;264;11
МОСКВА Г;;;;МИРА ПР-КТ;101;СТР.2;;11
МОСКВА Г;;;;МИРА ПР-КТ;102;1;;12
МОСКВА Г;;;;МИРА ПР-КТ;79;1;;12
МОСКВА Г;;;;МИРА ПР-КТ;19;1;I КОМН-6Б;14
МОСКВА Г;;;;МИРА ПР-КТ;186;2;;14
МОСКВА Г;;;;МИРА ПР-КТ;102;1;86;14
МОСКВА Г;;;;МИРА ПР-КТ;48;6;0 ЭТ 1;15
МОСКВА Г;;;;МИРА ПР-КТ;19;1;I КОМНАТА 6;15
МОСКВА Г;;;;МИРА ПР-КТ;102;1;8, 6;15
МОСКВА Г;;;;МИРА ПР-КТ;36;1;;15
МОСКВА Г;;;;МИРА ПР-КТ;101;1;;19
МОСКВА Г;;;;МИРА ПР-КТ;102;1;7 КОМ.3;23
МОСКВА Г;;;;МИРА ПР-КТ;102;26;2, КОМНАТА 26;23
МОСКВА Г;;;;МИРА ПР-КТ;102;26;26;24
МОСКВА Г;;;;МИРА ПР-КТ;118;;I КОМН 1;32
МОСКВА Г;;;;МИРА ПР-КТ;19;1;I, КОМНАТА 5;42
МОСКВА Г;;;;МИРА ПР-КТ;131;;3;68
МОСКВА Г;;;;МИРОНОВСКАЯ УЛ;18;;ПОМ IV КОМН 1;21
МОСКВА Г;;;;МИЧУРИНСКИЙ ПР-КТ;51;;;13
МОСКВА Г;;;;МИЧУРИНСКИЙ ПР-КТ;21;4;;15
МОСКВА Г;;;;МНЁВНИКИ УЛ;3;1;;10
МОСКВА Г;;;;МНЁВНИКИ УЛ;1;;;14
МОСКВА Г;;;;МОЖАЙСКОЕ Ш;2;;;10
МОСКВА Г;;;;МОЖАЙСКОЕ Ш;29/2;1;;13
МОСКВА Г;;;;МОЛОДОГВАРДЕЙСКАЯ УЛ;58;7;;11
МОСКВА Г;;;;МОЛОДОГВАРДЕЙСКАЯ УЛ;46;3;;14
МОСКВА Г;;;;5-Й МОНЕТЧИКОВСКИЙ ПЕР;16;;II КОМ 2;10
МОСКВА Г;;;;5-Й МОНЕТЧИКОВСКИЙ ПЕР;16;;ОФИС 2;15
МОСКВА Г;;;;МОСФИЛЬМОВСКАЯ УЛ;4;;;10
МОСКВА Г;;;;МОСФИЛЬМОВСКАЯ УЛ;1;;;10
МОСКВА Г;;;;МОСФИЛЬМОВСКАЯ УЛ;41;1;ПОМЕЩЕНИЕ 6, КОМНАТА 1;12
МОСКВА Г;;;;МОСФИЛЬМОВСКАЯ УЛ;17Б;;;47
МОСКВА Г;;;;2-Я МЫТИЩИНСКАЯ УЛ;2;;;11
МОСКВА Г;;;;3-Я МЫТИЩИНСКАЯ УЛ;16;47;;11
МОСКВА Г;;;;МЫТНАЯ УЛ;28;СТР.3;;24
МОСКВА Г;;;;НАГАТИНСКАЯ НАБ;56А;;I, КОМНАТА 9;25
МОСКВА Г;;;;НАГОРНАЯ УЛ;7;4;;10
МОСКВА Г;;;;НАГОРНАЯ УЛ;18;4;;10
МОСКВА Г;;;;НАГОРНАЯ УЛ;31;4;;12
МОСКВА Г;;;;НАГОРНАЯ УЛ;33;1-2;;16
МОСКВА Г;;;;НАГОРНАЯ УЛ;15;8;;26
МОСКВА Г;;;;НАГОРНЫЙ Б-Р;6;;;10
МОСКВА Г;;;;НАГОРНЫЙ Б-Р;4;2;;15
МОСКВА Г;;;;НАМЁТКИНА УЛ;11;;;12
МОСКВА Г;;;;НАМЁТКИНА УЛ;21;Б;;13
МОСКВА Г;;;;НАМЁТКИНА УЛ;15;;;34
МОСКВА Г;;;;НАНСЕНА ПРОЕЗД;1;;;13
МОСКВА Г;;;;НАПРУДНЫЙ ПЕР;10;2;4;16
МОСКВА Г;;;;НАРО-ФОМИНСКАЯ УЛ;17;;III;17
МОСКВА Г;;;;НАРОДНОГО ОПОЛЧЕНИЯ УЛ;34;1;;15
МОСКВА Г;;;;НАУЧНЫЙ ПРОЕЗД;19;;26;12
МОСКВА Г;;;;НАУЧНЫЙ ПРОЕЗД;19;;;15
МОСКВА Г;;;;НАУЧНЫЙ ПРОЕЗД;10;;;25
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;22;;;10
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;36;;;10
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;24;4;;14
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;52/27;Б;;31
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;24;1;;31
МОСКВА Г;;;;НАХИМОВСКИЙ ПР-КТ;32;;;32
МОСКВА Г;;;;НИЖНЯЯ УЛ;14;1;;19
МОСКВА Г;;;;НИКОЛОЯМСКИЙ ПЕР;4-6;3;;14
МОСКВА Г;;;;НИКУЛИНСКАЯ УЛ;27;Б;I КОМН. 111;12
МОСКВА Г;;;;НОВАЯ ПЛ;8;СТР.2;;10
МОСКВА Г;;;;НОВОКУЗНЕЦКАЯ УЛ;24;СТР.1;;10
МОСКВА Г;;;;2-Й НОВОПОДМОСКОВНЫЙ ПЕР;3;;;12
МОСКВА Г;;;;6-Й НОВОПОДМОСКОВНЫЙ ПЕР;4;;III К 2;13
МОСКВА Г;;;;6-Й НОВОПОДМОСКОВНЫЙ ПЕР;4;;III;28
МОСКВА Г;;;;НОВОРОГОЖСКАЯ УЛ;11;СТР.1;;10
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;66;1;;10
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;52;2;;11
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;69;;;11
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;16;;;11
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;17;;;11
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;65;;;12
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;69;Б;;14
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;63;;;14
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;57;;;14
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;44;1СТР.1;;16
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;23;1;;17
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;49;;;17
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;61;;;18
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;31;;;19
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;50;;;20
МОСКВА Г;;;;НОВОЧЕРЁМУШКИНСКАЯ УЛ;44;1;;36
МОСКВА Г;;;;НОВОЯСЕНЕВСКИЙ ПР-КТ;22;1;;13
МОСКВА Г;;;;НОВОЯСЕНЕВСКИЙ ПР-КТ;8;СТР.1;;17
МОСКВА Г;;;;НОВОЯСЕНЕВСКИЙ ПР-КТ;32;1;1;21
МОСКВА Г;;;;6-Я НОВЫЕ САДЫ УЛ;2;1;;11
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;15;1;;11
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;21;1;;13
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;21;;;14
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;15;;1 КОМНАТА 19;15
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;36;;;15
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;15;;1 КОМНАТА 19;23
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;11;1;;25
МОСКВА Г;;;;НОВЫЙ АРБАТ УЛ;21;;;50
МОСКВА Г;;;;БОЛЬШОЙ ОВЧИННИКОВСКИЙ ПЕР;18;СТР.4;;11
МОСКВА Г;;;;СРЕДНИЙ ОВЧИННИКОВСКИЙ ПЕР;12;;;10
МОСКВА Г;;;;ОГОРОДНЫЙ ПРОЕЗД;5;7;;17
МОСКВА Г;;;;ОДЕССКАЯ УЛ;13А;;;10
МОСКВА Г;;;;ОДЕССКАЯ УЛ;2;;;11
МОСКВА Г;;;;ОЗЕРКОВСКАЯ НАБ;50;1;;11
МОСКВА Г;;;;ОЗЕРКОВСКАЯ НАБ;48-50;1;;12
МОСКВА Г;;;;ОЗЕРКОВСКИЙ ПЕР;12;;;14
МОСКВА Г;;;;ОЗЁРНАЯ УЛ;42;;;30
МОСКВА Г;;;;ОЛИМПИЙСКИЙ ПР-КТ;16;1;;22
МОСКВА Г;;;;ОЛОНЕЦКИЙ ПРОЕЗД;4;2;1, ПОМ. II, КОМ. 1;12
МОСКВА Г;;;;АКАДЕМИКА ОПАРИНА УЛ;4;;;11
МОСКВА Г;;;;ОРДЖОНИКИДЗЕ УЛ;11;СТР.11;;13
МОСКВА Г;;;;БОЛЬШАЯ ОРДЫНКА УЛ;54;СТР2;;11
МОСКВА Г;;;;БОЛЬШАЯ ОРДЫНКА УЛ;7;1;;12
МОСКВА Г;;;;БОЛЬШАЯ ОРДЫНКА УЛ;59;2;;12
МОСКВА Г;;;;БОЛЬШАЯ ОРДЫНКА УЛ;24;;;15
МОСКВА Г;;;;ОРЛОВО-ДАВЫДОВСКИЙ ПЕР;1;;III;11
МОСКВА Г;;;;ОСЕННЯЯ УЛ;17;1;I, КОМНАТА 146;15
МОСКВА Г;;;;ОСЕННЯЯ УЛ;23;;ПОМ.1 ОФИС 56;17
МОСКВА Г;;;;ОСЕННЯЯ УЛ;23;;I КОМН 16;22
МОСКВА Г;;;;1-Я ОСТАНКИНСКАЯ УЛ;33;3;;10
МОСКВА Г;;;;ОСТРОВИТЯНОВА УЛ;4;;;10
МОСКВА Г;;;;ОТКРЫТОЕ Ш;48А;;;13
МОСКВА Г;;;;ОТКРЫТОЕ Ш;2;12;;16
МОСКВА Г;;;;БОЛЬШАЯ ОЧАКОВСКАЯ УЛ;30;;;11
МОСКВА Г;;;;БОЛЬШАЯ ОЧАКОВСКАЯ УЛ;47 А;СТРОЕНИЕ 1;;29
МОСКВА Г;;;;ОЧАКОВСКОЕ Ш;34;;;11
МОСКВА Г;;;;ОЧАКОВСКОЕ Ш;28;2;3 ПОМ III КОМ 8;24
МОСКВА Г;;;;ОЧАКОВСКОЕ Ш;28;2;I, КОМНАТА 39;27
МОСКВА Г;;;;2-Й ПАВЕЛЕЦКИЙ ПРОЕЗД;5;1;IV К 18;15
МОСКВА Г;;;;2-Й ПАВЕЛЕЦКИЙ ПРОЕЗД;5;1;IV КОМН 18А ;16
МОСКВА Г;;;;2-Й ПАВЕЛЕЦКИЙ ПРОЕЗД;5;1;IV КОМНАТА 18К;16
МОСКВА Г;;;;2-Й ПАВЕЛЕЦКИЙ ПРОЕЗД;5;1;IV КОМНАТА 18В;42
МОСКВА Г;;;;ПАЛЕХСКАЯ УЛ;131;;I КОМ 8;15
МОСКВА Г;;;;УЛОФА ПАЛЬМЕ УЛ;1;;;27
МОСКВА Г;;;;ПАНФЁРОВА УЛ;16;1;III КОМ 1;10
МОСКВА Г;;;;ПАНФЁРОВА УЛ;16;1;III КОМН 2;13
МОСКВА Г;;;;15-Я ПАРКОВАЯ УЛ;5;;;13
МОСКВА Г;;;;16-Я ПАРКОВАЯ УЛ;5;;;12
МОСКВА Г;;;;7-Я ПАРКОВАЯ УЛ;15;2;;10
МОСКВА Г;;;;ПАРТИЙНЫЙ ПЕР;1;4;;10
МОСКВА Г;;;;ПАРТИЙНЫЙ ПЕР;1;57/3;;14
МОСКВА Г;;;;НИЖНЯЯ ПЕРВОМАЙСКАЯ УЛ;64;;;11
МОСКВА Г;;;;ПЕРВОМАЙСКАЯ УЛ;3;;ПОМЕЩЕНИЕ III,КОМ. 1;11
